year,state,state_name,summary,duration_seconds
2022,CA,California,"Dark, apparently triangular craft, no visible tail against dark sky, bring central light with lights at each point flashing in sequence",120
2022,TN,Tennessee,3 reddish-orange lights in an isosceles triangle,60
2022,TX,Texas,I was getting mail and took a picture of chemtrails,1
2022,MO,Missouri,Saw triangle craft with lights all around flying slow and low.,60
2022,NV,Nevada,Large triangular shaped object over nellis air force base,300
2022,NC,North Carolina,The craft was extremely shiny and looked as to be a triangle.,10
2022,FL,Florida,Square transformed into Triangle.  ((NUFORC Note>  Good video of orange orbs.  PD)),600
2022,CA,California,Metallic pyramid,900
2022,DE,Delaware,Moved very slowly just above the roof tops of some medical facilities across from the hospital.,240
2022,WA,Washington,Triangle shaped with 3 lights on each corner,30
2022,NY,New York,"Triangle of three blue lights stationary in sky when spotted, remained in place, sped off eastward",120
2022,IN,Indiana,"Triangular object hovering in one spot, dark in color",120
2022,KS,Kansas,Saw a spiral form,300
2022,WA,Washington,20+ triangular craft hovering in sky above us,300
2022,NE,Nebraska,"The craft flew over, without sound, made a turn and disappeared into the clouds.",120
2022,CT,Connecticut,Flashing red and white light,300
2022,OH,Ohio,"2 triangular shaped objects moving quickly, smoothly and quietly together",10
2022,WA,Washington,"I looked up to the sky seeing a bunch of stars, when I shortly realized they were moving, changing formation, and changing colors.",86400
2022,AZ,Arizona,Photo taken in Live Photo image feature of what looks like a ship (left) to possibly other cylindrical ship (right) hiding in clouds.,20
2022,CT,Connecticut,Drone / Plane - did not look normal,30
2022,FL,Florida,Giant black triangle goes from horizon to horizon 8 seconds mock 30 or 40 without a sound barley visible,10
2022,FL,Florida,Triangle with 3 green lights and 2 red light,300
2022,VT,Vermont,Headed north on 289 it was on the horizon and but was obscured by the trees and hills I would catch a glimpse as I moved forward. I nev,60
2022,FL,Florida,We saw a triangle of lights moving very fast in the sky.,10
2021,MO,Missouri,Saw 60+ white reflective triangle aircrafts,120
2021,CA,California,3 Boomerang shaped craft flying in formation,5
2021,OH,Ohio,Look like 1 or 3 crafts from North traveling south in tight formation. Seemed to bob up and down as they traveled.,14
2021,CA,California,Saw triangular shaped object,180
2021,ME,Maine,Silent triangular craft about 75 yrds above road,60
2021,CA,California,"Flying in a line from west to east, coming from around north Long Beach CA",1200
2021,NC,North Carolina,triangular aircraft hovering above tree line.  ((Profanity in video.)),60
2021,TN,Tennessee,"One red light moving switly west to east, becoming 3 red lights in a triangle shape after passing our zenith",30
2021,MD,Maryland,Squadron of 12 triangular objects flying in linear formation,600
2021,PA,Pennsylvania,"Noiseless, triangular craft spotted flying low over Phoenixville, PA parking lot",300
2021,CA,California,Silent triangular flying object with flashing red lights,180
2021,SC,South Carolina,"The craft was flying at about 500 ft when it flew over my vehicle, it made no sounds and was traveling about 5 mph",300
2021,KY,Kentucky,We saw 2 lights that faded in and out of the sky. They stopped and changed direction. I used a spot light and pointed it at them and 2,120
2021,WI,Wisconsin,Black (TR-3B) Triangle shape 300 feet wide 20 feet thick 200 feet away.,180
2021,SC,South Carolina,2 people witnessed a triangular-shaped UFO above a lake before disappearing completely.,300
2021,RI,Rhode Island,3 lights in triangle formation,60
2021,OH,Ohio,At 20:00 hours my husband and I were Traveling down the highway when just above the tree tops we saw a triangle craft. It had a bright,60
2021,NY,New York,Massive triangle shaped object flew over head for a few seconds and disappeared,5
2021,TN,Tennessee,Orange object in sky.,60
2021,CA,California,Lights tracing up the Owen's valley,1200
2021,NC,North Carolina,Triangle object hovering above power lines,120
2021,CO,Colorado,Triagle apex formed lights drifting past camera,900
2021,MS,Mississippi,Standing in the front yard at my mothers after hearing a noise that drew me outside.,4
2021,NH,New Hampshire,"One gray triangular aircraft the size of a large jet with a white light at each point, and a red light in the middle",10
2021,PA,Pennsylvania,Strange object in sky with bright lights,300
2021,FL,Florida,V shaped formation with White Lights boardering the edges with black middle. Vert large size..no sound was floating fast for 7 seconds,7
2021,OH,Ohio,There was a strange triangular object in the sky over route 90 heading east. We were outside in the hot tub and saw it. Sometime betwee,60
2021,FL,Florida,"Sitting out on the beach by the Diamond Hotel in Fort Myers Beach watching the stars. All of a sudden, my partner and I saw a triangle",30
2021,PA,Pennsylvania,No stars in the sky.  Object with 3 amber lights that did not move for 15-20 min. until it slowly  disappeared in the sky.,1200
2021,NY,New York,triangular craft seen distorting star-field above and then leaving as a bright orange ball of light.,30
2021,OH,Ohio,triangle pattern of lights seen over Kent Ohio,60
2021,CA,California,"Metallic triangle at a high speed, appeared to have a hole on the bottom.",8
2021,CA,California,Bright Unidentified Light(s) During Unusual LA Thunderstorm,8
2021,MO,Missouri,"The object looked like a triangle, 3 bright white lights were on the ends of the aircraft, it looked like it was heading to Scott AFB.",60
2021,OH,Ohio,Traveling east on Lewis Center Rd I spotted what I initially thought was lights from a cell phone tower. This was odd because I did not,300
2021,OH,Ohio,"A small, triangular object that was orange; it reminded me of a flame; was moving at a slow steady pace and appeared low and close.",600
2021,FL,Florida,A triangular-shaped aircraft moved very smoothly from North to South. It had very dim lights on the front 2 sides of the triangle >.,5
2021,TX,Texas,Two triangular shaped craft accompanied by loud roaring sound seen traveling west to east.,300
2021,WA,Washington,9/23/2021 WENATCHEE WA TRIANGLE 5 MINUTES 2 PEOPLE WITNESSED A CRAFT FLOAT QUIETLY SOUTH TO NORTH,300
2021,NY,New York,Possible UFO sighting,60
2021,CA,California,It was sitting on saddle junction mountain to the southwest side. We had never seen such a huge bright light. Was the size of at least,20
2021,KY,Kentucky,MADAR Node 182 operator reported observing a trianglular UFO,420
